## Fri Jan 20 14:08:03 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 1224 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FNPKGJ_29725	216595.PFLU_5874	7.25e-265	724.0	COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,1RN2A@1236|Gammaproteobacteria,1YPT2@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	The glycine cleavage system catalyzes the degradation of glycine	gcvT	GO:0001505,GO:0003674,GO:0003824,GO:0004047,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0016740,GO:0016741,GO:0017144,GO:0019464,GO:0019752,GO:0032259,GO:0042133,GO:0042135,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	2.1.2.10	ko:K00605	ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200	M00532	R01221,R02300,R04125	RC00022,RC00069,RC00183,RC02834	ko00000,ko00001,ko00002,ko01000	-	-	iSFV_1184.SFV_2953	GCV_T,GCV_T_C
FNPKGJ_29730	216595.PFLU_5875	0.0	1031.0	COG1178@1|root,COG1178@2|Bacteria,1MWEV@1224|Proteobacteria,1RP55@1236|Gammaproteobacteria,1YMR4@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Iron ABC transporter	fbpB	-	-	ko:K02011	ko02010,map02010	M00190	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.10	-	-	BPD_transp_1
FNPKGJ_29735	216595.PFLU_5876	4.53e-239	657.0	COG1840@1|root,COG1840@2|Bacteria,1MUEG@1224|Proteobacteria,1RQ6Z@1236|Gammaproteobacteria,1YPVI@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Iron ABC transporter	fbpA	-	-	ko:K02012	ko02010,map02010	M00190	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.10	-	-	SBP_bac_6,SBP_bac_8
FNPKGJ_29740	216595.PFLU_5877	2.2e-292	798.0	COG0654@1|root,COG0654@2|Bacteria,1MU6I@1224|Proteobacteria,1RND5@1236|Gammaproteobacteria,1YN7I@136843|Pseudomonas fluorescens group	1224|Proteobacteria	CH	hydroxylase	visC	GO:0003674,GO:0003824,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016491,GO:0019168,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901576,GO:1901661,GO:1901663	-	ko:K03184,ko:K18800	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04987,R06146,R08768,R08775	RC00046,RC01254	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
FNPKGJ_29745	216595.PFLU_5878	1.23e-116	333.0	COG2050@1|root,COG2050@2|Bacteria,1RH0Z@1224|Proteobacteria,1S5W6@1236|Gammaproteobacteria	1224|Proteobacteria	Q	Domain of unknown function (DUF4442)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4442
FNPKGJ_29750	216595.PFLU_5879	1.12e-288	788.0	COG0654@1|root,COG0654@2|Bacteria,1MU6I@1224|Proteobacteria,1RMS3@1236|Gammaproteobacteria,1YN97@136843|Pseudomonas fluorescens group	1224|Proteobacteria	CH	FAD binding domain	ubiH	GO:0003674,GO:0003824,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008681,GO:0009058,GO:0009108,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0016491,GO:0016705,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0050896,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901576,GO:1901661,GO:1901663	-	ko:K03185,ko:K18800	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04987,R04989,R08768,R08773	RC00046,RC02670	ko00000,ko00001,ko00002,ko01000	-	-	iB21_1397.B21_02702,iECBD_1354.ECBD_0830,iECB_1328.ECB_02739,iECD_1391.ECD_02739,iEcHS_1320.EcHS_A3066	FAD_binding_3
FNPKGJ_29755	216595.PFLU_5880	0.0	885.0	COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,1RN0W@1236|Gammaproteobacteria,1YNX8@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	Exopeptidase able to cleave the peptide bond of the last amino acid if linked to a proline residue	pepP	GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0016787,GO:0019538,GO:0030145,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:0140096,GO:1901564	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	AMP_N,Peptidase_M24
FNPKGJ_29760	216595.PFLU_5881	1.74e-130	370.0	COG3079@1|root,COG3079@2|Bacteria,1N7W0@1224|Proteobacteria,1SCPW@1236|Gammaproteobacteria,1YM97@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Belongs to the UPF0149 family	ygfB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K09895	-	-	-	-	ko00000	-	-	-	UPF0149
FNPKGJ_29765	1042209.HK44_014075	3.99e-36	122.0	2C0ET@1|root,33A9M@2|Bacteria,1NGE5@1224|Proteobacteria,1SGID@1236|Gammaproteobacteria,1YQVT@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	TIGRFAM TIGR02449 family protein	VL23_04670	-	-	ko:K09892	-	-	-	-	ko00000,ko03036	-	-	-	-
FNPKGJ_29780	216595.PFLU_5885	1.16e-149	421.0	COG0212@1|root,COG0212@2|Bacteria,1MZG0@1224|Proteobacteria,1S612@1236|Gammaproteobacteria,1YN50@136843|Pseudomonas fluorescens group	1224|Proteobacteria	H	Belongs to the 5-formyltetrahydrofolate cyclo-ligase family	ygfA	GO:0003674,GO:0003824,GO:0006082,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0018130,GO:0019438,GO:0019752,GO:0022611,GO:0030272,GO:0032502,GO:0034641,GO:0035999,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0046653,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.3.2	ko:K01934	ko00670,ko01100,map00670,map01100	-	R02301	RC00183	ko00000,ko00001,ko01000	-	-	iECABU_c1320.ECABU_c31940,iECOK1_1307.ECOK1_3298,iECSF_1327.ECSF_2705,iUTI89_1310.UTI89_C3298	5-FTHF_cyc-lig
FNPKGJ_29785	216595.PFLU_5886	1.39e-27	99.8	2B4B1@1|root,31X2H@2|Bacteria,1QRJ2@1224|Proteobacteria,1RUJM@1236|Gammaproteobacteria,1YR37@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_29790	216595.PFLU_5887	5.76e-107	308.0	COG2947@1|root,COG2947@2|Bacteria,1RHRU@1224|Proteobacteria,1S68X@1236|Gammaproteobacteria,1YQ9N@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	EVE domain	MA20_25125	-	-	-	-	-	-	-	-	-	-	-	EVE
FNPKGJ_29795	216595.PFLU_5888	5.37e-207	575.0	COG0845@1|root,COG0845@2|Bacteria,1MUG6@1224|Proteobacteria,1RS3I@1236|Gammaproteobacteria,1YQPR@136843|Pseudomonas fluorescens group	1224|Proteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K01993	-	-	-	-	ko00000	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
FNPKGJ_29800	216595.PFLU_5889	0.0	1741.0	COG0842@1|root,COG1129@1|root,COG0842@2|Bacteria,COG1129@2|Bacteria,1QTT9@1224|Proteobacteria,1T1GD@1236|Gammaproteobacteria,1YMW0@136843|Pseudomonas fluorescens group	1224|Proteobacteria	V	ABC transporter, ATP binding permease protein	rbbA	-	-	ko:K13926	-	-	-	-	ko00000	-	-	-	ABC2_membrane_3,ABC_tran
FNPKGJ_29805	216595.PFLU_5890	1.74e-253	697.0	COG0842@1|root,COG0842@2|Bacteria,1MUIA@1224|Proteobacteria,1RQSE@1236|Gammaproteobacteria,1YP0B@136843|Pseudomonas fluorescens group	1224|Proteobacteria	V	ABC-2 family transporter protein	yhhJ	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_3
FNPKGJ_29810	216595.PFLU_5891	3.2e-86	254.0	COG1580@1|root,COG1580@2|Bacteria,1ND67@1224|Proteobacteria,1SDZM@1236|Gammaproteobacteria,1YQGK@136843|Pseudomonas fluorescens group	1224|Proteobacteria	N	Controls the rotational direction of flagella during chemotaxis	fliL1	-	-	ko:K02415	-	-	-	-	ko00000,ko02035	-	-	-	FliL
FNPKGJ_29815	216595.PFLU_5892	2.48e-227	627.0	COG0604@1|root,COG0604@2|Bacteria,1MWRK@1224|Proteobacteria,1SYCA@1236|Gammaproteobacteria,1YM3T@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	NADPH quinone	qor	-	1.6.5.5	ko:K00344	-	-	-	-	ko00000,ko01000	-	-	-	ADH_N,ADH_zinc_N
FNPKGJ_29820	216595.PFLU_5893	0.0	907.0	COG2271@1|root,COG2271@2|Bacteria,1MX4V@1224|Proteobacteria,1RMB3@1236|Gammaproteobacteria,1YPD9@136843|Pseudomonas fluorescens group	1224|Proteobacteria	G	Catalyzes the uptake of glycerol-3-phosphate into the cell with the simultaneous export of inorganic phosphate from the cell	glpT	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008509,GO:0008643,GO:0015075,GO:0015103,GO:0015114,GO:0015144,GO:0015166,GO:0015168,GO:0015291,GO:0015297,GO:0015301,GO:0015315,GO:0015318,GO:0015527,GO:0015698,GO:0015711,GO:0015748,GO:0015791,GO:0015793,GO:0015794,GO:0015850,GO:0016020,GO:0022804,GO:0022857,GO:0034219,GO:0034220,GO:0035435,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:0099516,GO:1901264,GO:1901618	-	ko:K02445	-	-	-	-	ko00000,ko02000	2.A.1.4.3	-	iECH74115_1262.ECH74115_3377,iECIAI39_1322.ECIAI39_2383,iECSP_1301.ECSP_3115,iECs_1301.ECs3125,iEcSMS35_1347.EcSMS35_2392,iG2583_1286.G2583_2780,iSFV_1184.SFV_2312,iZ_1308.Z3498	MFS_1
FNPKGJ_29825	216595.PFLU_5894	7.25e-166	462.0	COG3703@1|root,COG3703@2|Bacteria,1RC84@1224|Proteobacteria,1T03R@1236|Gammaproteobacteria,1YMH4@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Catalyzes the cleavage of glutathione into 5-oxo-L- proline and a Cys-Gly dipeptide. Acts specifically on glutathione, but not on other gamma-glutamyl peptides	chaC	-	-	ko:K07232	-	-	-	-	ko00000	-	-	-	ChaC
FNPKGJ_29830	216595.PFLU_5895	0.0	1564.0	COG1629@1|root,COG4771@2|Bacteria,1MUNK@1224|Proteobacteria,1SKTS@1236|Gammaproteobacteria,1YSNK@136843|Pseudomonas fluorescens group	1224|Proteobacteria	M	TonB dependent receptor	-	-	-	ko:K02014,ko:K16089	-	-	-	-	ko00000,ko02000	1.B.14,1.B.14.1,1.B.14.10	-	-	Plug,TonB_dep_Rec
FNPKGJ_29835	216595.PFLU_5896	5.41e-115	329.0	2DF7Q@1|root,32U4W@2|Bacteria,1N0SY@1224|Proteobacteria,1SAUR@1236|Gammaproteobacteria,1YQN9@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_29840	216595.PFLU_5897	2.01e-245	672.0	COG0543@1|root,COG0633@1|root,COG0543@2|Bacteria,COG0633@2|Bacteria,1RDY0@1224|Proteobacteria,1SYCB@1236|Gammaproteobacteria,1YMJN@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	Oxidoreductase NAD-binding domain	ascD	-	1.16.1.3,1.17.1.1,1.5.1.41	ko:K00523,ko:K05368	ko00520,ko00740,ko00860,ko01100,map00520,map00740,map00860,map01100	-	R00097,R03391,R03392,R05705	RC00126,RC00220,RC00230	ko00000,ko00001,ko01000	-	-	-	FAD_binding_6,Fer2,NAD_binding_1
FNPKGJ_29845	321846.PS417_27365	0.0	1008.0	COG0043@1|root,COG0043@2|Bacteria,1MU62@1224|Proteobacteria,1RNH8@1236|Gammaproteobacteria	1224|Proteobacteria	H	Catalyzes the decarboxylation of 3-octaprenyl-4-hydroxy benzoate to 2-octaprenylphenol, an intermediate step in ubiquinone biosynthesis	ubiD	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008694,GO:0009058,GO:0009108,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0042180,GO:0042181,GO:0042802,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	4.1.1.98	ko:K03182	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04985,R04986	RC00391	ko00000,ko00001,ko00002,ko01000	-	-	iECO111_1330.ECO111_4669,iIT341.HP0396	UbiD
FNPKGJ_29850	216595.PFLU_5899	0.0	1320.0	COG1835@1|root,COG1835@2|Bacteria,1MV2W@1224|Proteobacteria,1RQS2@1236|Gammaproteobacteria,1YRQJ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	Acyltransferase family	oatA	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
FNPKGJ_29855	1117958.PE143B_0111410	2.6e-297	811.0	COG1158@1|root,COG1158@2|Bacteria,1MUCF@1224|Proteobacteria,1RP95@1236|Gammaproteobacteria	1224|Proteobacteria	K	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template	rho	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576	-	ko:K03628	ko03018,map03018	-	-	-	ko00000,ko00001,ko03019,ko03021	-	-	-	ATP-synt_ab,Rho_N,Rho_RNA_bind
FNPKGJ_29860	1470593.BW43_00372	2.59e-75	224.0	COG3118@1|root,COG3118@2|Bacteria,1MZBB@1224|Proteobacteria,1S5WR@1236|Gammaproteobacteria	1224|Proteobacteria	O	Belongs to the thioredoxin family	trxA	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	iECW_1372.ECW_m4079,iECs_1301.ECs4714,iEKO11_1354.EKO11_4576,iG2583_1286.G2583_4574,iSBO_1134.SBO_3791,iSDY_1059.SDY_3968,iSF_1195.SF3854,iSSON_1240.SSON_3952,iS_1188.S3905,iWFL_1372.ECW_m4079,iZ_1308.Z5291	Thioredoxin
FNPKGJ_29865	216595.PFLU_5902	3e-156	439.0	COG2186@1|root,COG2186@2|Bacteria,1RFEK@1224|Proteobacteria,1RPA2@1236|Gammaproteobacteria,1YUQ1@136843|Pseudomonas fluorescens group	1224|Proteobacteria	K	FCD	-	-	-	ko:K05799	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR
FNPKGJ_29870	216595.PFLU_5903	4.28e-180	502.0	COG0834@1|root,COG0834@2|Bacteria,1MVT6@1224|Proteobacteria,1RNTT@1236|Gammaproteobacteria,1YNTV@136843|Pseudomonas fluorescens group	1224|Proteobacteria	ET	Amino acid ABC transporter substrate-binding protein	IV02_26540	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
FNPKGJ_29875	216595.PFLU_5904	7.38e-148	417.0	COG0765@1|root,COG0765@2|Bacteria,1MX2Y@1224|Proteobacteria,1RNQX@1236|Gammaproteobacteria,1YRHQ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	ABC transporter permease	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
FNPKGJ_29880	216595.PFLU_5905	1.5e-144	408.0	COG0765@1|root,COG0765@2|Bacteria,1MVB6@1224|Proteobacteria,1RPGH@1236|Gammaproteobacteria,1YPT6@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	amino acid ABC transporter	yecS_3	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
FNPKGJ_29885	216595.PFLU_5906	2.38e-168	471.0	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,1RME5@1236|Gammaproteobacteria,1YM8Q@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	amino acid ABC transporter, ATP-binding protein	glnQ_2	-	3.6.3.21	ko:K02028	-	M00236	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.3	-	-	ABC_tran
FNPKGJ_29890	1117958.PE143B_0111445	7.9e-53	174.0	2D6FJ@1|root,32TM5@2|Bacteria,1N652@1224|Proteobacteria,1S945@1236|Gammaproteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_29895	216595.PFLU_5908	0.0	1633.0	COG3188@1|root,COG3188@2|Bacteria,1R41Y@1224|Proteobacteria,1RZN3@1236|Gammaproteobacteria	1224|Proteobacteria	NU	Usher protein	yhcD	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0009279,GO:0009297,GO:0009987,GO:0015267,GO:0015288,GO:0015473,GO:0016020,GO:0016043,GO:0019867,GO:0022607,GO:0022803,GO:0022829,GO:0022857,GO:0030030,GO:0030031,GO:0030312,GO:0030313,GO:0031975,GO:0043711,GO:0044085,GO:0044462,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071840,GO:0071944	-	-	-	-	-	-	-	-	-	-	PapC_C,PapC_N,Usher
FNPKGJ_29900	216595.PFLU_5909	6.75e-163	457.0	COG3121@1|root,COG3121@2|Bacteria,1R9CK@1224|Proteobacteria,1RYSR@1236|Gammaproteobacteria	1224|Proteobacteria	NU	chaperone	yhcA	-	-	-	-	-	-	-	-	-	-	-	PapD_C,PapD_N
FNPKGJ_29910	216595.PFLU_5911	0.0	997.0	COG0248@1|root,COG0248@2|Bacteria,1MV35@1224|Proteobacteria,1RN3V@1236|Gammaproteobacteria,1YPI2@136843|Pseudomonas fluorescens group	1224|Proteobacteria	FP	Belongs to the GppA Ppx family	gppA	GO:0003674,GO:0003824,GO:0004309,GO:0005488,GO:0005515,GO:0006082,GO:0006139,GO:0006725,GO:0006793,GO:0006797,GO:0006798,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008894,GO:0009056,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015949,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034641,GO:0042594,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:1901360,GO:1901575	3.6.1.11,3.6.1.40	ko:K01524	ko00230,map00230	-	R03409	RC00002	ko00000,ko00001,ko01000	-	-	iECABU_c1320.ECABU_c42590,iECED1_1282.ECED1_4463,iECIAI39_1322.ECIAI39_2643	HD,Ppx-GppA
FNPKGJ_29915	216595.PFLU_5912	0.0	1457.0	COG0855@1|root,COG0855@2|Bacteria,1MUM3@1224|Proteobacteria,1RNRX@1236|Gammaproteobacteria,1YNN1@136843|Pseudomonas fluorescens group	1224|Proteobacteria	H	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)	ppk	-	2.7.4.1	ko:K00937	ko00190,ko03018,map00190,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	iJN746.PP_5217	PP_kinase,PP_kinase_C,PP_kinase_N
FNPKGJ_29920	216595.PFLU_5913	2.72e-237	653.0	COG0113@1|root,COG0113@2|Bacteria,1MWMW@1224|Proteobacteria,1RP6Q@1236|Gammaproteobacteria,1YP03@136843|Pseudomonas fluorescens group	1224|Proteobacteria	H	Belongs to the ALAD family	hemB	GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.2.1.24	ko:K01698	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R00036	RC00918,RC01781	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ALAD
FNPKGJ_29925	216595.PFLU_5914	3.18e-148	417.0	COG0586@1|root,COG0586@2|Bacteria,1N332@1224|Proteobacteria,1SAX4@1236|Gammaproteobacteria,1YUM3@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	SNARE associated Golgi protein	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
FNPKGJ_29930	216595.PFLU_5915	2.06e-299	816.0	COG3000@1|root,COG3000@2|Bacteria,1NR7X@1224|Proteobacteria,1RQDX@1236|Gammaproteobacteria,1YSRM@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	Fatty acid hydroxylase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	FA_hydroxylase
FNPKGJ_29935	216595.PFLU_5916	1.68e-153	431.0	COG3155@1|root,COG3155@2|Bacteria,1MW2K@1224|Proteobacteria,1RMDJ@1236|Gammaproteobacteria,1YNU9@136843|Pseudomonas fluorescens group	1224|Proteobacteria	Q	Displays glyoxalase activity, catalyzing the conversion of glyoxal to glycolate	elbB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009893,GO:0009987,GO:0019216,GO:0019222,GO:0019747,GO:0031323,GO:0031325,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0045828,GO:0045834,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0065007,GO:0071704,GO:0080090,GO:1901576	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI
FNPKGJ_29940	216595.PFLU_5917	1.58e-105	304.0	COG1671@1|root,COG1671@2|Bacteria,1RCZA@1224|Proteobacteria,1S3QM@1236|Gammaproteobacteria,1YQ89@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Belongs to the UPF0178 family	yaiI	-	-	ko:K09768	-	-	-	-	ko00000	-	-	-	DUF188
FNPKGJ_29945	216595.PFLU_5918	0.0	1203.0	COG0672@1|root,COG2010@1|root,COG0672@2|Bacteria,COG2010@2|Bacteria,1MXHM@1224|Proteobacteria,1RMWB@1236|Gammaproteobacteria,1YM6B@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Iron permease FTR1 family	efeU_1	-	-	ko:K07243	-	-	-	-	ko00000,ko02000	2.A.108.1,2.A.108.2	-	-	Cytochrom_C,Cytochrome_CBB3,FTR1
FNPKGJ_29950	216595.PFLU_5919	0.0	895.0	COG3014@1|root,COG3014@2|Bacteria,1PD4S@1224|Proteobacteria,1RQ8Y@1236|Gammaproteobacteria,1YSN5@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	protein conserved in bacteria	-	-	-	ko:K09859	-	-	-	-	ko00000	-	-	-	-
FNPKGJ_29955	216595.PFLU_5920	1.79e-84	249.0	COG5633@1|root,COG5633@2|Bacteria,1QRYQ@1224|Proteobacteria,1RV7J@1236|Gammaproteobacteria,1YTJR@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Protein of unknown function (DUF1425)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1425
